# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jul  1 07:19:05 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN soltype:        Solution Type
# COLUMN sy_snum:        Number of Stars
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN st_spectype:    Spectral Type
#
pl_name,hostname,soltype,sy_snum,pl_controv_flag,st_spectype
Kepler-244 c,Kepler-244,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-244 c,Kepler-244,Published Confirmed,1,0,
Kepler-244 c,Kepler-244,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-244 c,Kepler-244,Published Confirmed,1,0,
Kepler-244 c,Kepler-244,Published Confirmed,1,0,
Kepler-244 c,Kepler-244,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-244 d,Kepler-244,Published Confirmed,1,0,
Kepler-244 d,Kepler-244,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-244 d,Kepler-244,Published Confirmed,1,0,
Kepler-244 d,Kepler-244,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-244 d,Kepler-244,Published Confirmed,1,0,
Kepler-244 d,Kepler-244,Published Confirmed,1,0,
Kepler-244 d,Kepler-244,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-244 d,Kepler-244,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-244 d,Kepler-244,Published Confirmed,1,0,
Kepler-244 d,Kepler-244,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-244 d,Kepler-244,Published Confirmed,1,0,
Kepler-244 d,Kepler-244,Published Candidate,1,0,
Kepler-244 d,Kepler-244,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-245 b,Kepler-245,Published Candidate,1,0,
Kepler-245 b,Kepler-245,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-245 b,Kepler-245,Published Confirmed,1,0,
Kepler-245 b,Kepler-245,Published Confirmed,1,0,
Kepler-245 b,Kepler-245,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-245 b,Kepler-245,Published Confirmed,1,0,
Kepler-245 b,Kepler-245,Published Confirmed,1,0,
Kepler-245 b,Kepler-245,Published Confirmed,1,0,
Kepler-245 b,Kepler-245,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-245 b,Kepler-245,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-245 b,Kepler-245,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-245 b,Kepler-245,Published Confirmed,1,0,
Kepler-245 b,Kepler-245,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-245 c,Kepler-245,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-245 c,Kepler-245,Published Confirmed,1,0,
Kepler-245 c,Kepler-245,Published Confirmed,1,0,
Kepler-245 c,Kepler-245,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-245 c,Kepler-245,Published Confirmed,1,0,
Kepler-245 c,Kepler-245,Published Confirmed,1,0,
Kepler-245 c,Kepler-245,Published Confirmed,1,0,
Kepler-245 c,Kepler-245,Published Confirmed,1,0,
Kepler-245 c,Kepler-245,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-245 c,Kepler-245,Published Candidate,1,0,
Kepler-245 c,Kepler-245,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-245 c,Kepler-245,Published Confirmed,1,0,
Kepler-245 c,Kepler-245,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-245 c,Kepler-245,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-245 d,Kepler-245,Published Confirmed,1,0,
Kepler-245 d,Kepler-245,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-245 d,Kepler-245,Published Confirmed,1,0,
Kepler-245 d,Kepler-245,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-245 d,Kepler-245,Published Confirmed,1,0,
Kepler-245 d,Kepler-245,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-245 d,Kepler-245,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-245 d,Kepler-245,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-245 d,Kepler-245,Published Confirmed,1,0,
Kepler-245 d,Kepler-245,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-245 d,Kepler-245,Published Confirmed,1,0,
Kepler-245 d,Kepler-245,Published Candidate,1,0,
Kepler-245 d,Kepler-245,Published Confirmed,1,0,
Kepler-245 e,Kepler-245,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-245 e,Kepler-245,Published Candidate,1,0,
Kepler-245 e,Kepler-245,Published Confirmed,1,0,
Kepler-245 e,Kepler-245,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-245 e,Kepler-245,Published Confirmed,1,0,
Kepler-245 e,Kepler-245,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-245 e,Kepler-245,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-245 e,Kepler-245,Published Confirmed,1,0,
Kepler-245 e,Kepler-245,Published Confirmed,1,0,
Kepler-245 e,Kepler-245,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-245 e,Kepler-245,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-246 b,Kepler-246,Published Confirmed,1,0,
Kepler-246 b,Kepler-246,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-246 b,Kepler-246,Published Candidate,1,0,
Kepler-246 b,Kepler-246,Published Confirmed,1,0,
Kepler-246 b,Kepler-246,Published Confirmed,1,0,
Kepler-246 b,Kepler-246,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-246 b,Kepler-246,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-246 b,Kepler-246,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-246 b,Kepler-246,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-246 b,Kepler-246,Published Confirmed,1,0,
Kepler-246 b,Kepler-246,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-246 b,Kepler-246,Published Confirmed,1,0,
Kepler-246 c,Kepler-246,Published Confirmed,1,0,
Kepler-246 c,Kepler-246,Published Candidate,1,0,
Kepler-246 c,Kepler-246,Published Confirmed,1,0,
Kepler-246 c,Kepler-246,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-246 c,Kepler-246,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-246 c,Kepler-246,Published Confirmed,1,0,
Kepler-246 c,Kepler-246,Published Confirmed,1,0,
Kepler-246 c,Kepler-246,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-246 c,Kepler-246,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-246 c,Kepler-246,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-246 c,Kepler-246,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-246 c,Kepler-246,Published Confirmed,1,0,
Kepler-247 b,Kepler-247,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-247 b,Kepler-247,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-247 b,Kepler-247,Published Confirmed,1,0,
Kepler-247 b,Kepler-247,Published Confirmed,1,0,
Kepler-247 b,Kepler-247,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-247 b,Kepler-247,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-247 b,Kepler-247,Published Confirmed,1,0,
Kepler-247 b,Kepler-247,Published Confirmed,1,0,
Kepler-247 b,Kepler-247,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-247 b,Kepler-247,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-247 b,Kepler-247,Published Confirmed,1,0,
Kepler-247 b,Kepler-247,Published Candidate,1,0,
Kepler-247 c,Kepler-247,Published Confirmed,1,0,
Kepler-247 c,Kepler-247,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-247 c,Kepler-247,Published Confirmed,1,0,
Kepler-247 c,Kepler-247,Published Confirmed,1,0,
Kepler-247 c,Kepler-247,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-247 c,Kepler-247,Published Candidate,1,0,
Kepler-247 c,Kepler-247,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-247 c,Kepler-247,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-247 c,Kepler-247,Published Confirmed,1,0,
Kepler-247 c,Kepler-247,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-247 c,Kepler-247,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-247 c,Kepler-247,Published Confirmed,1,0,
Kepler-247 d,Kepler-247,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-247 d,Kepler-247,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-247 d,Kepler-247,Published Confirmed,1,0,
Kepler-247 d,Kepler-247,Published Confirmed,1,0,
Kepler-247 d,Kepler-247,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-247 d,Kepler-247,Published Confirmed,1,0,
Kepler-247 d,Kepler-247,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-247 d,Kepler-247,Published Candidate,1,0,
Kepler-247 d,Kepler-247,Published Confirmed,1,0,
Kepler-247 d,Kepler-247,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-247 d,Kepler-247,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-248 b,Kepler-248,Published Confirmed,1,0,
Kepler-248 b,Kepler-248,Published Confirmed,1,0,
Kepler-248 b,Kepler-248,Published Candidate,1,0,
Kepler-248 b,Kepler-248,Published Confirmed,1,0,
Kepler-248 b,Kepler-248,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-248 b,Kepler-248,Published Confirmed,1,0,
Kepler-248 b,Kepler-248,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-248 b,Kepler-248,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-248 b,Kepler-248,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-248 b,Kepler-248,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-248 b,Kepler-248,Published Confirmed,1,0,
Kepler-248 b,Kepler-248,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-248 c,Kepler-248,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-248 c,Kepler-248,Published Confirmed,1,0,
Kepler-248 c,Kepler-248,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-248 c,Kepler-248,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-248 c,Kepler-248,Published Confirmed,1,0,
Kepler-248 c,Kepler-248,Published Confirmed,1,0,
Kepler-248 c,Kepler-248,Published Confirmed,1,0,
Kepler-248 c,Kepler-248,Published Confirmed,1,0,
Kepler-248 c,Kepler-248,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-248 c,Kepler-248,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-248 c,Kepler-248,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-248 c,Kepler-248,Published Candidate,1,0,
Kepler-249 b,Kepler-249,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-249 b,Kepler-249,Published Confirmed,1,0,
Kepler-249 b,Kepler-249,Published Confirmed,1,0,
Kepler-249 b,Kepler-249,Published Confirmed,1,0,
Kepler-249 b,Kepler-249,Published Confirmed,1,0,
Kepler-249 b,Kepler-249,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-249 b,Kepler-249,Published Confirmed,1,0,
Kepler-249 b,Kepler-249,Published Confirmed,1,0,M2 V
Kepler-249 b,Kepler-249,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-249 b,Kepler-249,Published Confirmed,1,0,
Kepler-249 b,Kepler-249,Published Confirmed,1,0,
Kepler-249 b,Kepler-249,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-249 b,Kepler-249,Published Confirmed,1,0,
Kepler-249 b,Kepler-249,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-249 b,Kepler-249,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-249 b,Kepler-249,Published Confirmed,1,0,
Kepler-249 c,Kepler-249,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-249 c,Kepler-249,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-249 c,Kepler-249,Published Confirmed,1,0,
Kepler-249 c,Kepler-249,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-249 c,Kepler-249,Published Confirmed,1,0,
Kepler-249 c,Kepler-249,Published Confirmed,1,0,
Kepler-249 c,Kepler-249,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-249 c,Kepler-249,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-249 c,Kepler-249,Published Confirmed,1,0,
Kepler-249 c,Kepler-249,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-249 c,Kepler-249,Published Confirmed,1,0,
Kepler-249 c,Kepler-249,Published Confirmed,1,0,
Kepler-249 c,Kepler-249,Published Confirmed,1,0,
Kepler-249 c,Kepler-249,Published Confirmed,1,0,M2 V
Kepler-249 c,Kepler-249,Published Confirmed,1,0,
Kepler-249 c,Kepler-249,Published Confirmed,1,0,
Kepler-249 d,Kepler-249,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-249 d,Kepler-249,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-249 d,Kepler-249,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-249 d,Kepler-249,Published Confirmed,1,0,
Kepler-249 d,Kepler-249,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-249 d,Kepler-249,Published Confirmed,1,0,
Kepler-249 d,Kepler-249,Published Confirmed,1,0,
Kepler-249 d,Kepler-249,Published Confirmed,1,0,
Kepler-249 d,Kepler-249,Published Confirmed,1,0,
Kepler-249 d,Kepler-249,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-249 d,Kepler-249,Published Confirmed,1,0,
Kepler-249 d,Kepler-249,Published Confirmed,1,0,M2 V
Kepler-249 d,Kepler-249,Published Confirmed,1,0,
Kepler-249 d,Kepler-249,Published Confirmed,1,0,
Kepler-249 d,Kepler-249,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-249 d,Kepler-249,Published Confirmed,1,0,
Kepler-25 b,Kepler-25,Kepler Project Candidate (q1_q17_dr25_koi),2,0,
Kepler-25 b,Kepler-25,Published Confirmed,2,0,
Kepler-25 b,Kepler-25,Published Confirmed,2,0,
Kepler-25 b,Kepler-25,Published Confirmed,2,0,
Kepler-25 b,Kepler-25,Kepler Project Candidate (q1_q17_dr24_koi),2,0,
Kepler-25 b,Kepler-25,Kepler Project Candidate (q1_q17_dr25_sup_koi),2,0,
Kepler-25 b,Kepler-25,Published Candidate,2,0,
Kepler-25 b,Kepler-25,Published Confirmed,2,0,
Kepler-25 b,Kepler-25,TESS Project Candidate,2,0,
Kepler-25 b,Kepler-25,Published Confirmed,2,0,
Kepler-25 b,Kepler-25,Kepler Project Candidate (q1_q12_koi),2,0,
Kepler-25 b,Kepler-25,Published Confirmed,2,0,
Kepler-25 b,Kepler-25,Published Confirmed,2,0,F8
Kepler-25 b,Kepler-25,Published Confirmed,2,0,
Kepler-25 b,Kepler-25,Published Confirmed,2,0,
Kepler-25 b,Kepler-25,Published Confirmed,2,0,
Kepler-25 b,Kepler-25,Kepler Project Candidate (q1_q16_koi),2,0,
Kepler-25 b,Kepler-25,Published Confirmed,2,0,
Kepler-25 b,Kepler-25,Published Confirmed,2,0,
Kepler-25 b,Kepler-25,Kepler Project Candidate (q1_q8_koi),2,0,
Kepler-25 c,Kepler-25,TESS Project Candidate,2,0,
Kepler-25 c,Kepler-25,Kepler Project Candidate (q1_q17_dr25_sup_koi),2,0,
Kepler-25 c,Kepler-25,Published Confirmed,2,0,
Kepler-25 c,Kepler-25,Published Confirmed,2,0,
Kepler-25 c,Kepler-25,Published Confirmed,2,0,
Kepler-25 c,Kepler-25,Published Confirmed,2,0,
Kepler-25 c,Kepler-25,Published Confirmed,2,0,
Kepler-25 c,Kepler-25,Kepler Project Candidate (q1_q17_dr24_koi),2,0,
Kepler-25 c,Kepler-25,Published Confirmed,2,0,
Kepler-25 c,Kepler-25,Kepler Project Candidate (q1_q8_koi),2,0,
Kepler-25 c,Kepler-25,Published Confirmed,2,0,F8
Kepler-25 c,Kepler-25,Published Confirmed,2,0,
Kepler-25 c,Kepler-25,Published Confirmed,2,0,
Kepler-25 c,Kepler-25,Published Confirmed,2,0,
Kepler-25 c,Kepler-25,Published Confirmed,2,0,
Kepler-25 c,Kepler-25,Published Confirmed,2,0,
Kepler-25 c,Kepler-25,Kepler Project Candidate (q1_q16_koi),2,0,
Kepler-25 c,Kepler-25,Published Candidate,2,0,
Kepler-25 c,Kepler-25,Published Confirmed,2,0,
Kepler-25 c,Kepler-25,Kepler Project Candidate (q1_q12_koi),2,0,
Kepler-25 c,Kepler-25,Kepler Project Candidate (q1_q17_dr25_koi),2,0,
Kepler-25 d,Kepler-25,Published Confirmed,2,0,
Kepler-25 d,Kepler-25,Published Confirmed,2,0,
Kepler-25 d,Kepler-25,Published Confirmed,2,0,
Kepler-25 d,Kepler-25,Published Confirmed,2,0,F8
Kepler-250 b,Kepler-250,Published Confirmed,1,0,
Kepler-250 b,Kepler-250,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-250 b,Kepler-250,Published Confirmed,1,0,
Kepler-250 b,Kepler-250,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-250 b,Kepler-250,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-250 b,Kepler-250,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-250 b,Kepler-250,Published Confirmed,1,0,
Kepler-250 b,Kepler-250,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-250 b,Kepler-250,Published Candidate,1,0,
Kepler-250 b,Kepler-250,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-250 b,Kepler-250,Published Confirmed,1,0,
Kepler-250 c,Kepler-250,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-250 c,Kepler-250,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-250 c,Kepler-250,Published Confirmed,1,0,
Kepler-250 c,Kepler-250,Published Confirmed,1,0,
Kepler-250 c,Kepler-250,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-250 c,Kepler-250,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-250 c,Kepler-250,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-250 c,Kepler-250,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-250 c,Kepler-250,Published Confirmed,1,0,
Kepler-250 c,Kepler-250,Published Confirmed,1,0,
Kepler-250 c,Kepler-250,Published Confirmed,1,0,
Kepler-250 c,Kepler-250,Published Candidate,1,0,
Kepler-250 d,Kepler-250,Published Confirmed,1,0,
Kepler-250 d,Kepler-250,Published Confirmed,1,0,
Kepler-250 d,Kepler-250,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-250 d,Kepler-250,Published Confirmed,1,0,
Kepler-250 d,Kepler-250,Published Confirmed,1,0,
Kepler-250 d,Kepler-250,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-250 d,Kepler-250,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-250 d,Kepler-250,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-250 d,Kepler-250,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-250 d,Kepler-250,Published Candidate,1,0,
Kepler-250 d,Kepler-250,Published Confirmed,1,0,
Kepler-250 d,Kepler-250,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-251 b,Kepler-251,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-251 b,Kepler-251,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-251 b,Kepler-251,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-251 b,Kepler-251,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-251 b,Kepler-251,Published Confirmed,1,0,
Kepler-251 b,Kepler-251,Published Candidate,1,0,
Kepler-251 b,Kepler-251,Published Confirmed,1,0,
Kepler-251 b,Kepler-251,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-251 b,Kepler-251,Published Confirmed,1,0,
Kepler-251 b,Kepler-251,Published Confirmed,1,0,
Kepler-251 b,Kepler-251,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-251 c,Kepler-251,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-251 c,Kepler-251,Published Candidate,1,0,
Kepler-251 c,Kepler-251,Published Confirmed,1,0,
Kepler-251 c,Kepler-251,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-251 c,Kepler-251,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-251 c,Kepler-251,Published Confirmed,1,0,
Kepler-251 c,Kepler-251,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-251 c,Kepler-251,Published Confirmed,1,0,
Kepler-251 c,Kepler-251,Published Confirmed,1,0,
Kepler-251 c,Kepler-251,Published Confirmed,1,0,
Kepler-251 c,Kepler-251,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-251 c,Kepler-251,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-251 d,Kepler-251,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-251 d,Kepler-251,Published Candidate,1,0,
Kepler-251 d,Kepler-251,Published Confirmed,1,0,
Kepler-251 d,Kepler-251,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-251 d,Kepler-251,Published Confirmed,1,0,
Kepler-251 d,Kepler-251,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-251 d,Kepler-251,Published Confirmed,1,0,
Kepler-251 d,Kepler-251,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-251 d,Kepler-251,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-251 d,Kepler-251,Published Confirmed,1,0,
Kepler-251 d,Kepler-251,Published Confirmed,1,0,
Kepler-251 d,Kepler-251,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-251 e,Kepler-251,Published Confirmed,1,0,
Kepler-251 e,Kepler-251,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-251 e,Kepler-251,Published Candidate,1,0,
Kepler-251 e,Kepler-251,Published Confirmed,1,0,
Kepler-251 e,Kepler-251,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-251 e,Kepler-251,Published Confirmed,1,0,
Kepler-251 e,Kepler-251,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-251 e,Kepler-251,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-251 e,Kepler-251,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-251 e,Kepler-251,Published Confirmed,1,0,
Kepler-251 e,Kepler-251,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-252 b,Kepler-252,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-252 b,Kepler-252,Published Confirmed,1,0,
Kepler-252 b,Kepler-252,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-252 b,Kepler-252,Published Confirmed,1,0,
Kepler-252 b,Kepler-252,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-252 b,Kepler-252,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-252 b,Kepler-252,Published Confirmed,1,0,
Kepler-252 b,Kepler-252,Published Confirmed,1,0,
Kepler-252 b,Kepler-252,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-252 b,Kepler-252,Published Confirmed,1,0,
Kepler-252 b,Kepler-252,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-252 c,Kepler-252,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-252 c,Kepler-252,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-252 c,Kepler-252,Published Confirmed,1,0,
Kepler-252 c,Kepler-252,Published Confirmed,1,0,
Kepler-252 c,Kepler-252,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-252 c,Kepler-252,Published Confirmed,1,0,M0 V
Kepler-252 c,Kepler-252,Published Confirmed,1,0,
Kepler-252 c,Kepler-252,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-252 c,Kepler-252,Published Confirmed,1,0,
Kepler-252 c,Kepler-252,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-252 c,Kepler-252,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-252 c,Kepler-252,Published Confirmed,1,0,
Kepler-253 b,Kepler-253,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-253 b,Kepler-253,Published Confirmed,1,0,
Kepler-253 b,Kepler-253,Published Confirmed,1,0,
Kepler-253 b,Kepler-253,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-253 b,Kepler-253,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-253 b,Kepler-253,Published Confirmed,1,0,
Kepler-253 b,Kepler-253,Published Confirmed,1,0,
Kepler-253 b,Kepler-253,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-253 b,Kepler-253,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-253 b,Kepler-253,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-253 b,Kepler-253,Published Candidate,1,0,
Kepler-253 c,Kepler-253,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-253 c,Kepler-253,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-253 c,Kepler-253,Published Candidate,1,0,
Kepler-253 c,Kepler-253,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-253 c,Kepler-253,Published Confirmed,1,0,
Kepler-253 c,Kepler-253,Published Confirmed,1,0,
Kepler-253 c,Kepler-253,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-253 c,Kepler-253,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-253 c,Kepler-253,Published Confirmed,1,0,
Kepler-253 c,Kepler-253,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-253 c,Kepler-253,Published Confirmed,1,0,
Kepler-253 c,Kepler-253,Published Confirmed,1,0,
Kepler-253 d,Kepler-253,Kepler Project Candidate (q1_q16_koi),1,0,
Kepler-253 d,Kepler-253,Published Candidate,1,0,
Kepler-253 d,Kepler-253,Kepler Project Candidate (q1_q8_koi),1,0,
Kepler-253 d,Kepler-253,Kepler Project Candidate (q1_q17_dr24_koi),1,0,
Kepler-253 d,Kepler-253,Published Confirmed,1,0,
Kepler-253 d,Kepler-253,Kepler Project Candidate (q1_q12_koi),1,0,
Kepler-253 d,Kepler-253,Kepler Project Candidate (q1_q17_dr25_sup_koi),1,0,
Kepler-253 d,Kepler-253,Published Confirmed,1,0,
Kepler-253 d,Kepler-253,Published Confirmed,1,0,
Kepler-253 d,Kepler-253,Kepler Project Candidate (q1_q17_dr25_koi),1,0,
Kepler-253 d,Kepler-253,Published Confirmed,1,0,
Kepler-253 d,Kepler-253,Published Confirmed,1,0,
